Pathways	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
PWY-5861	1924.7157	2425.3254	8881.9545	30903.8273	10032.6933	1783.4321	1571.8144	110.2343	13104.0585	11086.7281	26615.8096	5756.3891	5899.6987	12702.6079	1984.8406	6616.9638	1742.8799	7941.1263	6798.9366	4690.6934	5316.2295	1467.9186	1968.205	1103.3882	382.8781	10852.6016	5720.6419	8057.5965	1183.7522	2835.1117	858.2544	2131.715	1563.3072	4282.2534	670.7411	1543.3458	5662.7614	3379.8398	2500.6371	1144.251	1777.1044	274.0792	8487.2014	1806.6318	152.5299	155.6521	392.1909	75.1973	147.9748	2603.6075	4922.0542
PWY-5862	71.2974	193.9371	438.841	2160.0301	1846.906	154.1987	114.5504	67.9646	1357.5691	35.9371	334.3241	337.9413	456.4638	1281.7963	134.6645	399.7437	48.7898	1228.3276	411.3435	824.8786	653.7462	358.6953	188.0843	184.7059	337.4077	95.8878	362.9882	558.4296	85.2947	84.8295	591.1655	596.6622	404.7905	1009.6027	70.8853	299.5883	2529.3846	134.2451	1443.6188	207.945	315.3372	76.9417	74.7768	524.3969	130.7743	101.4396	120.048	48.8712	37.3545	573.4103	68.6326
PWY-5863	1165.9449	1735.3005	8012.9717	29028.3836	8074.5039	1442.4673	1231.472	76.2787	9379.9236	10230.9996	25352.2607	5502.8738	5522.3618	12060.7592	1549.6624	5626.5459	1219.3922	7628.979	6545.3884	4169.803	4909.5952	1490.9358	1735.2222	871.3388	314.4582	10248.7287	4854.0776	6517.3616	884.7089	2979.1893	834.2935	1442.9676	1214.3579	2410.8163	680.0324	1252.0145	5013.6428	2553.4512	2521.911	882.4828	1979.1281	191.5993	8015.7124	1566.3026	130.9331	100.8613	291.1406	58.7144	107.7464	1737.773	3914.8829
PWY-5896	106.3087	265.4041	634.4776	3124.9866	2583.9485	225.5881	165.4548	89.0732	1971.8002	53.8243	497.7909	487.7829	648.3036	1765.6505	196.308	570.0543	72.8401	1726.0525	590.5371	1151.0734	934.3387	465.0659	264.5308	263.2089	426.4506	143.287	532.2335	779.8404	123.9936	123.4394	713.2473	855.6298	559.6227	1478.1828	102.5521	412.7264	3191.8184	198.7427	1722.294	279.0211	320.222	108.0596	111.7821	712.7557	157.4536	136.9525	164.2796	64.0179	52.2758	815.7407	102.4573
PWY-5897	2314.6477	1632.5413	7659.8549	30333.1619	10549.1516	2094.9012	1534.7309	127.5509	14413.7386	11487.9717	25074.361	5216.1509	5160.4536	9883.1961	2034.7167	5328.0776	2283.6071	8434.2822	5794.0142	4899.9248	5678.8883	1356.9029	1733.8897	1251.1951	460.4815	11627.2243	6243.8335	5667.5065	1208.0862	2044.5375	1019.4026	2845.5282	1744.5035	5314.8388	773.5989	1603.1662	5919.5411	3729.7181	2625.2065	1062.9408	667.2619	347.0421	9574.7734	1988.6222	174.5676	191.383	432.8314	88.6773	165.8721	2956.1291	5368.1539
PWY-5898	2314.6477	1632.5413	7659.8549	30333.1619	10549.1516	2094.9012	1534.7309	127.5509	14413.7386	11487.9717	25074.361	5216.1509	5160.4536	9883.1961	2034.7167	5328.0776	2283.6071	8434.2822	5794.0142	4899.9248	5678.8883	1356.9029	1733.8897	1251.1951	460.4815	11627.2243	6243.8335	5667.5065	1208.0862	2044.5375	1019.4026	2845.5282	1744.5035	5314.8388	773.5989	1603.1662	5919.5411	3729.7181	2625.2065	1062.9408	667.2619	347.0421	9574.7734	1988.6222	174.5676	191.383	432.8314	88.6773	165.8721	2956.1291	5368.1539
PWY-5899	2314.6477	1632.5413	7659.8549	30333.1619	10549.1516	2094.9012	1534.7309	127.5509	14413.7386	11487.9717	25074.361	5216.1509	5160.4536	9883.1961	2034.7167	5328.0776	2283.6071	8434.2822	5794.0142	4899.9248	5678.8883	1356.9029	1733.8897	1251.1951	460.4815	11627.2243	6243.8335	5667.5065	1208.0862	2044.5375	1019.4026	2845.5282	1744.5035	5314.8388	773.5989	1603.1662	5919.5411	3729.7181	2625.2065	1062.9408	667.2619	347.0421	9574.7734	1988.6222	174.5676	191.383	432.8314	88.6773	165.8721	2956.1291	5368.1539
PWY-5910	10586.173	16988.1038	14557.0647	16672.0618	10434.7141	7995.1546	5879.6442	358.1363	23752.8447	10694.6357	20289.7397	3526.3955	4245.1514	11708.5351	5223.8872	17418.1424	14068.8725	13857.6899	17685.5968	6423.9613	8535.7363	12074.3552	14868.5012	2300.8161	251.134	18567.8501	18270.8986	16908.6799	10403.0904	11325.2333	1300.0293	8803.1065	10367.4735	14043.9118	9728.4053	5568.9156	6283.454	8484.2	15611.869	12517.3641	19999.4753	16210.2537	15983.2047	2190.8633	285.0207	814.5408	680.5119	224.8666	269.7997	3612.3408	3998.9603
PWY-5913	9217.7461	3560.032	15724.1802	27157.9425	16520.8136	5130.7893	3094.2151	446.9881	28623.6525	9188.0461	29289.4515	6606.1108	6953.8961	16873.1673	5531.1689	12044.6759	1914.9438	8297.7505	12637.1637	7428.0263	9265.2208	3542.7208	4363.2289	2643.221	1133.7588	13345.5205	12701.3924	14180.7584	3070.3675	5317.6222	819.5654	2406.9518	4987.0617	20750.9326	1999.66	2972.771	8725.7548	8558.2751	3735.7643	2696.512	4206.4721	1502.9481	12520.6716	2473.0064	348.0458	776.8885	897.0731	316.1912	379.7699	5894.3917	4985.001
PWY-5918	3204.7544	1513.4544	8122.8704	36251.1275	14987.6377	3474.5238	1497.9981	150.8345	20331.6657	11802.0308	25476.3867	5944.5473	5715.6302	11120.4469	2671.9638	5992.3738	1325.4734	8417.3564	6389.7524	5790.1683	7213.7612	1492.5152	1225.4311	1748.5473	710.7567	13769.5162	6601.1932	3823.8528	1279.4548	2502.9862	1170.8416	1429.7718	3098.8014	5170.5976	944.8948	1853.4273	5294.2645	4080.3102	2746.1397	1129.3994	528.8174	649.3467	10953.5391	2448.3821	191.0237	483.9213	426.3488	111.7861	192.4977	2937.4535	4983.6288
PWY-5920	204.5964	95.1528	1705.7572	4263.0454	2240.7782	170.8165	215.0164	116.9751	6231.7444	262.2443	860.967	413.172	867.7579	2030.6737	442.3274	1395.098	105.1186	722.4671	579.182	758.6659	515.7167	347.1917	452.6417	601.8012	531.9914	67.1137	878.0078	2297.1952	166.5403	78.5933	750.0167	509.5889	822.8654	361.4349	292.4318	306.7137	1604.2651	273.9474	1054.6249	322.2535	183.1014	179.6398	91.4952	858.9402	165.3974	243.6996	138.8201	86.371	108.2034	893.2869	470.0138
PWY-5940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4035	0.0	0.0	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0
PWY-5941	0.0	0.0	13.1378	22.5247	0.1838	6.1752	0.0	7.7068	56.815	8.2008	4.3656	0.0	7.9802	26.3468	17.5039	1.3884	8.8591	12.5107	4.4447	36.9826	2.0761	40.9796	0.0	9.5066	45.0404	0.0	22.8132	42.6376	14.2062	20.0451	32.4718	43.0154	0.0	0.757	0.0	18.8154	0.0	7.4361	10.798	9.3381	9.4557	7.6649	0.0047	393.7989	0.4754	9.8542	8.3974	7.1496	7.4475	30.5046	7.8377
PWY-5971	6545.8174	8213.4609	21750.0206	55031.0668	29931.8442	2330.7686	4080.8411	510.6982	44429.5987	3507.4516	45345.9391	10716.86	11161.7099	29764.4716	6391.4671	20722.4469	443.7381	5323.5995	23090.2378	7310.4885	8293.9643	6676.9014	7446.6571	2873.7941	1455.2738	2588.6994	10143.2141	23079.7151	2821.0949	11754.3504	1598.7949	1357.4719	5494.9587	23103.9563	1284.4143	3013.4428	11092.6165	7870.2958	1682.0951	4397.0156	10010.4992	1040.3562	1380.6164	2650.8932	417.6916	755.1377	1134.2969	386.8761	625.3854	5859.9065	7842.383
PWY-5973	17055.2618	18826.7601	24550.6548	62847.8306	34502.6838	12237.0564	8174.0771	783.1828	48631.982	22308.8081	53971.1508	11180.5293	11235.403	28763.4833	9787.0744	25172.6472	14017.4681	23191.6473	30211.204	14786.6819	17232.2218	16585.0271	20217.8124	4501.5055	1923.8445	33543.8411	29131.4403	23908.7804	14020.8372	17175.9862	2304.903	7617.9887	15007.6505	29772.086	12610.8753	7727.9626	15283.8091	15558.1349	21926.471	15446.8393	27140.806	20511.7316	26839.0124	5105.8582	671.6262	1356.8379	1497.3618	531.874	737.715	9001.8653	12821.0716
PWY-5989	4580.3549	5003.1487	19077.2363	49791.6269	28754.6161	1496.0068	2873.3611	415.2094	40242.3598	2231.5521	38962.8708	10342.8471	10983.3292	27133.0925	5096.5588	16580.0068	264.8836	3453.1936	17464.7944	5448.1453	5968.5685	4157.045	4601.0415	2350.6275	1394.7111	1600.2986	6871.2055	18958.5479	1741.5797	8094.9162	1328.6335	835.3875	3696.8335	19877.434	771.2595	2063.6573	9125.7298	5758.5395	1013.2712	2687.1021	5655.2215	610.3437	844.6554	2088.1244	333.8694	582.7975	984.9323	317.0214	565.4606	4884.2183	6369.4208
PWY-6071	8.1662	16.7509	16.2048	0.044	0.0	6.2619	22.6511	33.0193	46.6461	8.1817	0.0	38.1185	49.7305	15.0918	16.8213	5.4859	9.0314	114.6463	31.3741	77.0724	33.8909	45.2529	18.876	52.9472	191.0561	7.126	42.2827	38.2856	20.6973	12.1323	118.4745	116.7039	63.3672	86.7657	25.0289	42.9023	385.6811	22.6956	283.6685	30.7481	48.7941	11.8432	9.6622	219.7038	67.7047	46.1923	20.3003	14.4204	10.784	68.7622	24.9577
PWY-6107	9.3743	11.2849	4.2489	38.074	0.0305	20.7255	38.3898	5.7702	24.7854	4.8326	6.3591	16.1788	8.9557	5.5402	2.6737	0.5591	0.7112	1.2039	1.1759	7.3949	8.488	5.7813	2.031	32.7772	55.0063	0.1975	0.6443	3.6405	9.7221	8.8773	8.7772	21.0344	7.0829	0.7302	6.0336	7.388	0.0	10.6454	1.1537	5.8821	2.9566	0.1682	0.0526	54.097	7.3007	5.9199	0.0188	0.9732	0.5996	0.9854	3.1651
PWY-6113	112.5928	38.0351	0.0	0.0	34.671	7.2976	50.5082	0.0	2.6517	0.0	29.2076	0.0	28.5907	0.0228	186.067	0.0	0.0	31.8437	0.0398	617.7937	91.7022	0.0	52.4782	21.7483	0.0	0.0	0.0	226.6794	64.8577	0.0	0.0285	0.0	0.0	12.7004	0.0	0.0	0.0	294.0074	0.0	0.0604	0.0	0.0	27.2438	0.0	0.0	0.4743	0.1609	50.4534	9.6137	197.3183	0.0
PWY-6121	16223.2896	19250.5367	25664.2684	50444.5277	30199.6686	11562.0621	7820.54	652.4578	46150.9905	18910.0063	45511.7461	10804.7138	11596.3371	25144.3125	9092.002	25088.187	11377.664	21292.4044	25451.9281	12305.6762	15439.9745	14280.8392	17583.5949	4666.3009	1585.9215	31590.5523	25858.1228	25072.1025	12201.3162	14658.0097	2139.6452	7083.5935	13831.0195	30581.4869	10605.3091	7529.2227	12828.9733	13886.2665	18369.8919	14245.3256	22707.7705	17663.3708	26521.5654	4552.6938	517.3168	1353.8006	1289.4415	396.3033	564.2759	8032.1424	11391.4224
PWY-6122	16379.7187	19211.0576	25323.5305	49642.797	29825.7671	11734.9614	7828.164	649.1958	45491.263	18840.1134	44689.8098	10498.486	11327.2153	24159.19	9001.6836	24811.9146	11501.7663	21652.6258	25048.5761	12351.5236	15406.9947	14294.9571	17514.5385	4733.3055	1560.5846	32415.71	26141.6351	24358.8784	12251.4473	14490.0451	2123.2759	7341.7485	13881.0764	30452.4973	10663.9821	7595.9727	12722.0406	13912.2716	18476.2709	14308.9042	22516.9901	17787.8556	27395.1853	4575.4802	510.9717	1381.1874	1304.1905	391.6245	552.2998	7913.9399	11443.4278
PWY-6123	16224.677	18672.5136	23017.4528	46144.8765	29911.3903	10645.9801	7425.9015	583.7507	42774.0029	17978.5158	43952.7331	9602.9654	10262.8072	23525.2058	8832.414	23642.7232	11447.8554	19397.0932	24380.8887	11788.5631	14742.9045	13564.6786	16883.0007	4091.1933	1306.8381	28497.7813	25177.921	23652.21	12018.7659	13938.0208	1857.4516	6825.9097	12711.1463	33447.0388	10217.1164	7059.1349	12594.269	13585.3934	17689.9736	13642.208	21912.9106	17103.7889	23700.2946	4303.6709	471.2684	1160.3624	1290.7317	362.3123	539.0334	8189.2713	11311.7368
PWY-6125	14501.9801	18669.7641	21711.3576	49639.3003	22943.1792	11230.2739	7398.2596	546.4263	39999.7621	19768.2976	44552.0956	9829.7166	9515.7847	24145.7746	7638.1384	22866.9122	14820.0233	20503.4113	25915.7785	11546.137	15433.6298	15047.2038	18329.7971	3961.4877	1197.1885	29686.6847	24966.4939	23182.17	12650.2716	15305.148	2028.1423	7380.7641	13486.3143	17239.9129	11675.2098	6935.3362	11743.6828	12441.0062	19693.0789	14346.5932	24832.0136	18921.6918	25727.4517	3409.0709	501.9189	1211.9696	1111.326	382.3595	498.4915	6330.5638	9330.8681
PWY-6126	19431.0131	23850.5753	28284.1781	54978.5845	34353.9573	13251.6935	9326.2435	717.903	50795.1068	22935.8181	51968.1248	11284.3355	11988.3217	28713.0578	10762.4356	29387.1725	18650.0268	24807.4924	30769.1922	14357.3864	18232.9601	17629.7684	21824.8392	4875.1732	1533.9501	34658.8897	31042.3403	29606.1244	15328.3276	17883.2098	2234.9431	11232.2068	16252.8824	39476.0612	13436.13	8767.4298	15090.5408	16588.9511	22932.8498	17608.1499	28784.3068	22328.2172	29384.6782	4904.8107	582.2852	1449.4465	1592.3427	456.803	661.1271	10942.4837	12878.7775
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.2349	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031	0.0254	0.0	0.0	0.0	0.0	0.0314	0.0081	0.0	0.0	0.0	0.0
PWY-6142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.2355	0.0	0.0	12.3911	0.0	2.4314	2.7954	0.0	1.0698	2.8395	0.5683	0.8798	0.0	0.0	0.0	8.9721	0.0	0.0	0.0	0.0544	0.0	0.0	0.1558	0.0	0.0	2.1237	0.0	35.0271	0.0	11.5362	1.7844	0.1006	1.5332	0.0	0.0259	1.4111	0.0	2.4042	0.268	12.0861	13.4266	0.0	0.0
PWY-6143	120.4374	14.8988	4.2808	490.0128	436.2584	19.9065	25.9202	0.0	1005.0268	12.0686	13.1151	21.8575	33.2121	18.7126	18.857	8.0603	3.3053	33.2186	26.4201	236.3145	170.6585	6.285	16.2002	26.5163	0.0	35.305	19.9066	22.9115	2.3847	11.2588	0.002	0.0	85.8487	0.0	0.0	0.0	114.4899	76.1612	2.426	10.9441	5.5922	1.1187	0.0	35.0776	0.0	0.0	2.5137	0.0	0.0	76.364	102.0059
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.1142	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0065	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0
PWY-6146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7275	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.8809	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157	0.1335	0.0	0.0	0.0	0.0	0.1662	0.0415	0.0	0.0	0.0	0.0
PWY-6147	14277.4016	20782.5313	23659.4053	47018.3469	26543.3279	10200.3746	7613.8606	515.927	40228.7656	17808.4676	48787.6127	9409.3769	10025.7298	25795.5214	8804.7109	24531.3235	11891.2611	19761.5798	25920.5114	11593.5982	15292.1898	14574.5133	18182.8183	3696.174	1012.426	26978.291	27436.7447	25136.4641	13123.6229	14922.1602	1459.566	3282.557	12702.2545	25512.1035	11149.0631	6920.8331	13144.0095	12994.7808	19461.8349	14818.9276	23978.7443	18856.7713	22937.8727	3663.0893	473.687	1075.3712	1207.5661	349.6751	492.2044	7757.7118	11224.2149
PWY-6148	0.0	0.0	0.0347	0.0	0.0	0.0	0.0	0.0	0.8709	0.0	0.0	0.0	0.0	3.8882	0.0	0.0	0.7487	1.5868	0.0131	0.0	7.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0198	0.1788	0.0	0.0	0.0	0.0	13.4327	1.0531	0.0	0.0	0.0	0.0
PWY-6151	14678.2511	22197.0523	25613.3421	35056.0687	23771.605	10614.2497	8006.0757	565.6865	38610.7007	12255.9215	34100.1277	8734.316	10011.916	22071.8325	8107.9329	26175.4287	14792.5892	17231.747	25028.6443	9323.483	11574.5124	15332.8609	19027.7499	3922.8814	1111.6817	25412.6388	23828.8627	27221.4569	12745.6929	15520.372	1526.6	8485.9459	13525.9453	31896.1717	11378.5002	7335.9624	10086.9092	11223.612	18642.8376	15850.8672	25448.5694	19896.172	22447.1681	3695.8571	425.7625	1183.6352	1114.8864	314.506	452.9981	5779.0536	8549.2575
PWY-6163	14179.59	13995.1676	21842.049	47638.3529	29489.5897	10418.0359	6484.8748	530.722	39895.7614	16894.3536	41896.3204	10111.3662	10585.2699	23291.6034	8296.3407	20474.6652	11116.7566	19112.952	23613.0854	11586.4372	14500.1092	12898.0691	15628.0355	4017.9851	1367.7616	28736.8053	24049.9718	19133.9801	10670.7617	13584.3012	1542.3546	4178.3466	12198.2551	27882.0024	9834.7822	6211.0922	12431.1204	12185.5162	17145.2319	11857.4873	21042.3612	15810.1251	23126.9191	4168.2149	469.6451	1128.751	1198.0358	373.2502	537.4127	7890.6587	11233.8932
PWY-6165	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	22.2375	0.0	3.7578	0.0	9.6045	0.1496	0.0167	0.0001	0.1556	0.0	0.8753	0.0009	0.0	0.0	0.0	0.0001	1.3302	0.0	0.0	0.0	0.0	0.0	0.1767	3.7669	8.0307	0.0	11.5002	0.0	0.0	11.242	0.0	0.6657	11.3381	0.0	0.0	15.3368	0.0	2.8016	0.6186	1.4325	0.0	0.0	0.0
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5859	0.0	4.474	0.0	0.0	0.0062	0.0	0.0	0.8816	2.2894	0.0088	0.0	11.0578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	42.1536	0.0	0.0	20.7504	0.0	0.0118	0.7144	0.0	0.0	0.0	0.0	0.1583	0.0315	0.0	0.0	0.0	0.0
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5652	52.0743	0.0	4.2166	0.0	7.3032	11.4178	5.3653	0.0	3.3275	1.7119	3.2597	6.5558	0.0	0.0	0.0	0.0	0.0	0.0	0.2487	6.7221	6.4831	0.0	0.5685	6.9074	29.0295	4.1579	37.3361	20.9684	0.0	8.6535	0.0	17.4314	39.8053	0.0	0.0	32.5717	18.2228	12.2081	0.285	15.7041	7.9857	0.0	1.922
PWY-6182	36.4629	13.544	12.6902	269.4456	2.2786	35.5723	42.1138	53.7751	248.4052	5.1897	49.3024	30.4203	67.2699	195.8672	68.8496	17.5218	11.7194	75.1533	55.279	44.1898	43.2492	25.6843	30.8176	74.2642	279.1092	8.1339	17.7995	56.1734	47.7236	12.773	331.5217	93.3493	41.9969	16.3728	114.7339	37.1242	11.3462	20.3632	35.947	78.6364	18.6533	35.9301	9.5884	168.0976	55.6705	72.6563	13.7894	36.1917	34.9879	42.2425	73.9595
PWY-6185	21.7112	11.9958	9.5411	1.5967	0.0126	7.1345	31.0589	27.3134	29.5394	4.6837	0.2994	20.4585	34.7871	8.7589	17.7393	6.3012	12.0697	64.4811	26.7233	39.8426	36.6496	23.8744	17.4019	47.1886	218.4504	7.943	18.1347	48.6414	28.3828	9.5198	328.0112	88.5234	35.3118	14.6548	48.2307	30.1283	12.1671	20.8913	30.9638	47.748	19.277	12.2529	9.0731	155.4578	45.7194	39.2042	11.8504	14.8191	20.0824	36.6692	70.8893
PWY-621	15797.6022	24326.8222	26235.3891	36120.9178	26306.753	12960.3728	8853.2753	588.7086	38127.3015	15334.1545	36581.3634	9186.7944	9746.466	21929.0985	7875.1796	27949.5716	18743.9977	19099.0507	29816.4054	10687.6964	15115.5422	19015.4023	22839.0731	4112.0354	1228.2846	32035.7291	29248.4416	26427.3967	14921.6613	18575.4427	1566.0618	10104.8806	15886.9781	30427.2824	14367.5276	8531.1079	11198.3172	12135.1699	23431.9637	18818.3304	30937.8545	24963.0986	24899.9563	4164.5435	496.5908	1400.0389	1172.6799	381.7132	486.2371	4393.3818	7492.283
PWY-6210	0.8372	0.0	0.0	91.7906	0.7487	0.2465	0.2665	0.67	64.9786	1.1438	18.0463	0.0	16.1165	79.7177	5.6186	5.0668	1.8263	16.7279	13.731	2.101	5.0586	0.0001	0.0	5.2663	15.8484	1.5513	5.6866	13.9175	4.347	0.0032	49.3189	0.0	3.3419	4.0396	0.1344	3.4859	0.0	2.6376	1.303	8.6934	0.8337	0.3015	0.1768	27.3035	1.2274	0.0002	1.0994	1.4982	0.8553	3.2137	2.4969
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9349	0.0	0.0	0.0	0.0	0.0338	0.0	0.0	0.0	0.0	0.0591	2.9464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0896	16.1737	0.0	0.0	0.0	0.0	0.0	0.2388	0.0	0.0	0.0	5.1569
PWY-6263	1037.0278	65.2724	63.0051	2440.7227	6135.125	151.5981	141.9215	46.6304	5209.1258	374.7548	806.1185	150.7653	171.6561	134.3127	141.4049	43.0016	41.7909	193.2476	239.6148	842.7232	1523.929	58.1903	89.2743	121.2286	94.1233	173.1548	162.3045	250.6651	56.6857	47.4521	20.459	79.5932	292.9806	257.5788	46.1109	119.5464	442.8712	289.9113	49.058	66.1167	58.7864	24.2524	154.7826	288.6655	32.5015	75.144	30.7939	19.2946	37.7065	685.7905	376.3306
PWY-6269	3790.5413	892.1334	1689.9432	23032.3729	18810.9368	1681.207	1323.8714	234.0902	18891.6134	11513.8369	16875.5297	2959.4505	2535.6062	7062.9416	3342.0504	3755.2526	1075.7694	5972.9784	3986.9991	5768.6495	6337.3266	610.5772	748.0933	916.1423	829.4222	9093.6086	3668.1822	1871.5265	1665.7279	1101.6454	600.7053	1110.4952	2812.8084	9980.251	590.6306	1493.3662	4920.8343	4742.3569	2127.7305	490.839	264.7791	103.9072	5124.5784	2190.9414	189.2556	277.5554	393.8177	174.6379	205.3146	3536.381	6285.4407
PWY-6277	16379.7187	19211.0576	25323.5305	49642.797	29825.7671	11734.9614	7828.164	649.1958	45491.263	18840.1134	44689.8098	10498.486	11327.2153	24159.19	9001.6836	24811.9146	11501.7663	21652.6258	25048.5761	12351.5236	15406.9947	14294.9571	17514.5385	4733.3055	1560.5846	32415.71	26141.6351	24358.8784	12251.4473	14490.0451	2123.2759	7341.7485	13881.0764	30452.4973	10663.9821	7595.9727	12722.0406	13912.2716	18476.2709	14308.9042	22516.9901	17787.8556	27395.1853	4575.4802	510.9717	1381.1874	1304.1905	391.6245	552.2998	7913.9399	11443.4278
PWY-6281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0631	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.1308	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0194	0.0	0.0	0.0	0.0	0.0014	0.0377	0.0	0.0	0.0	0.0	0.0141	0.0038	0.0	0.0	0.0	0.0
PWY-6282	4624.3963	6101.9354	19504.0751	50135.9643	28393.221	1511.2623	3041.548	416.0236	40474.2182	2244.6096	39529.5011	10183.5295	10741.5662	28216.3928	5178.8775	17809.5011	270.5411	3517.5149	19450.3163	5531.3168	6169.7945	4877.6175	5340.4155	2329.4287	1339.9316	1603.9341	7046.302	20673.669	1853.0004	9620.2826	1324.6881	873.8576	3863.4037	19445.6638	809.1817	2131.8818	9210.6174	5905.1449	1046.1216	3023.0844	7343.2044	644.4348	845.7755	2066.1329	336.9083	581.8421	972.3866	323.1925	566.3838	4804.596	6292.1746
PWY-6284	30.8306	10.3189	0.0	0.0	9.3792	1.9771	13.781	0.0	0.7167	0.0	7.8979	0.0	7.7418	0.0061	51.395	0.0	0.0	8.6459	0.0108	178.3147	24.9927	0.0	14.2642	5.9101	0.0	0.0	0.0	61.7371	17.8528	0.0	0.0077	0.0	0.0	3.4339	0.0	0.0	0.0	81.7696	0.0	0.0163	0.0	0.0	7.4764	0.0	0.0	0.1282	0.0435	15.0926	2.628	54.763	0.0
PWY-6285	64.4313	21.6413	0.0	0.0	19.6885	4.1482	28.8386	0.0	1.5051	0.0	16.5823	0.0	16.245	0.0129	107.022	0.0	0.0	18.1263	0.0226	365.0838	52.3194	0.0	29.896	12.3847	0.0	0.0	0.0	129.2617	37.2514	0.0	0.0162	0.0	0.0	7.21	0.0	0.0	0.0	169.8732	0.0	0.0343	0.0	0.0	15.6156	0.0	0.0	0.2693	0.0914	30.4054	5.4927	113.8051	0.0
PWY-6317	14484.8315	16386.599	21230.0174	35173.2706	21039.4199	9745.2419	6774.5998	552.0405	29217.2156	10327.3568	36485.3083	8551.8031	9328.6112	23543.7147	8320.4257	21873.0618	16401.3745	16548.9464	25611.9476	8985.5181	11487.7544	14725.0085	17767.8158	3142.1625	1129.2503	21698.8672	23399.2121	21113.7109	11634.686	14951.3728	1317.8371	9990.7422	12355.1642	30088.5218	11155.3775	6368.6035	9463.9188	11926.2076	17646.7608	13699.0516	24633.9291	18253.4444	17320.95	2492.7579	401.9066	990.0833	1051.4569	361.5854	513.8364	6598.3312	7211.3298
PWY-6338	38.3277	10.1256	8.6213	47.4928	15.0227	16.998	10.865	57.6195	131.9302	0.0	1.0851	0.0	5.2218	16.1385	57.6463	9.6138	0.0	25.1448	26.9496	8.0653	28.4246	9.0069	31.2888	52.9471	256.4277	4.3119	8.4879	26.7746	34.3244	6.5761	78.1931	52.6569	25.8844	0.0	79.7517	22.4641	0.5735	2.247	10.1813	58.7997	5.1992	39.8643	11.2335	53.7595	45.2998	68.1071	8.7755	34.4982	33.4451	45.1241	39.8293
PWY-6339	87.5878	23.6073	15.7194	492.7694	38.1966	40.888	21.9476	130.6642	462.2436	0.0	33.0557	0.0	28.8737	158.1829	133.5029	26.1489	3.214	65.6077	68.2178	30.6056	59.8395	20.3411	79.2353	116.8398	550.6667	0.0	14.8117	58.8784	81.2427	12.6523	186.084	107.0837	49.5207	0.0	214.1174	53.0121	1.952	7.0426	23.8592	143.1321	14.2676	103.5336	22.6316	107.1792	103.4278	158.6226	23.7387	82.2014	83.6757	88.5413	74.4675
