Pathways	IS013	IS014	IS015	IS016	IS017	IS018	IS019	IS020	IS021	IS023	IS024	IS025	IS026	IS028	IS029	IS030	IS033	IS035	IS036	IS039	IS043	IS044	IS045	IS047	IS180	IS181	IS182	IS183	IS185	IS186	IS187	IS188	IS189	IS190	IS191	IS192	IS193	IS195	IS196	IS197	IS199	IS200	IS201	IS203	IS204	IS205	IS206	IS207	IS208	IS209	IS210
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9364	0.0	0.0	0.0	0.0	3.9732	0.0	0.0	0.8044	0.8512	0.0282	0.0	3.9825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0203	0.0	10.0757	0.0	0.0	0.0	0.0	0.0	0.0	0.0486	6.9637	0.0	0.0	0.0	0.0	8.2439	0.1073	0.0	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3781	0.0	0.0	0.0	0.0	3.7992	0.0	0.0	0.8977	1.0161	0.0349	0.0	3.7377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	9.8405	0.0	0.0	0.0	0.0	0.0	0.0	0.0607	7.3319	0.0	0.0	0.0	0.0	8.6971	0.1309	0.0	0.0	0.0	0.0
PWY-6353	2578.9879	610.1987	468.2559	6057.8496	9004.8213	551.1944	849.0949	363.1921	9242.3945	2883.8443	1478.0382	1668.0865	1433.7116	2461.492	1537.3443	725.5745	427.7669	1488.2547	2339.2126	3465.3373	3168.3954	799.0109	797.0712	1029.9105	1258.4859	1955.1065	947.5819	2063.5963	835.8699	861.8642	1310.9851	1365.065	1355.9991	12270.9499	882.2383	1048.1552	1708.7	1886.5931	1432.1034	966.6106	411.886	377.3379	883.8103	1922.668	355.1304	480.8827	270.8017	247.2345	286.4278	2017.1894	2280.004
PWY-6383	1236.2801	675.1068	6113.9852	10852.3139	3401.4634	3075.8158	889.3525	39.2282	8971.9797	4674.9008	6588.2388	2703.1229	2701.7439	2065.4749	790.851	2638.1288	529.8254	4428.4525	1549.3891	1918.5779	3220.6634	991.0198	634.1027	1397.1231	229.7675	9275.078	4546.7402	1159.5451	325.9422	1000.2069	362.8012	504.3309	2015.0144	334.3703	715.543	1254.5157	1625.556	1229.4406	1215.2139	981.7953	57.7831	877.4303	8899.426	825.0594	69.0528	407.8995	195.7102	24.8659	50.3696	81.4466	1639.6893
PWY-6385	17603.3829	20278.8552	24833.514	50514.5616	30232.9388	11826.4676	8004.6396	622.4771	45272.7186	20490.4747	47138.6268	10155.0943	10752.6518	25704.533	9552.4027	25208.0371	17167.9239	21985.5147	27198.0132	12896.873	16088.9964	15914.3621	19402.5425	4363.3584	1411.7411	31059.6478	27353.4611	24831.4882	13436.0826	16049.9162	1844.881	10430.8651	14278.3264	36563.6785	12117.1647	7599.0797	13277.289	14338.9426	20403.2168	15378.3515	26029.8355	20011.9859	26577.8567	4320.0634	510.6605	1269.1496	1378.9199	403.5222	582.6038	9377.0618	11635.9529
PWY-6386	17269.8113	20447.3803	24779.2771	51070.778	30619.7184	11491.536	7927.6043	611.0172	45455.4912	20455.5539	46749.7014	10049.4305	10784.6879	25614.9367	9509.4799	25349.1648	15820.4802	21526.9663	26407.6476	12799.6345	15923.7589	15049.4784	18645.2108	4282.899	1420.0203	31194.9333	26493.4387	25399.6127	13220.5401	15161.4545	1840.1904	10029.4124	13889.9764	35699.7354	11479.1107	7586.6413	12998.0653	13957.0115	19576.9608	15098.9444	24530.2202	19107.802	26274.1251	4340.0473	501.6204	1251.7582	1372.8328	392.1185	574.1849	9435.4386	11750.0066
PWY-6387	17554.791	20302.2576	25034.8659	51190.7097	30474.8231	11713.5726	8012.0374	626.0481	45325.9179	20724.7978	47210.3398	10189.4906	10871.4456	25831.1623	9542.3006	25616.8506	16786.1065	21950.6964	27132.1532	12868.1409	16017.852	15344.6755	18767.5278	4357.9577	1444.7122	31119.3128	27175.7775	25691.116	13198.5066	15616.3023	1978.6022	10603.6983	14219.1886	36842.3687	11670.2305	7656.0655	13154.8919	14320.3289	19832.4473	14909.5445	24920.6092	19146.9324	26573.6042	4359.6626	512.7346	1265.8415	1379.5364	402.4249	587.0778	9431.4147	11728.7377
PWY-6395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0211	0.0	0.0	0.0
PWY-6396	3596.4142	551.3177	1323.1674	4132.6743	2806.0605	1033.4095	361.1521	57.7791	3285.0466	5443.6142	1096.2618	714.8109	709.881	1016.3524	459.059	712.9221	645.4289	4719.6444	858.2217	800.5365	592.457	501.4144	676.6324	302.949	237.8088	2795.5818	1283.6558	731.9519	1171.8896	535.0611	670.0742	1756.3919	581.2837	2303.7629	599.9819	523.254	1443.0763	1490.0858	1302.5472	518.4117	356.7367	563.1227	2824.9144	879.4352	78.5398	88.1366	81.9456	51.3131	57.3411	445.6118	1674.5845
PWY-6397	11.3185	0.0	19.4612	1188.2019	468.2066	157.2332	67.7556	1.6825	3509.2351	1405.2653	430.5654	523.5931	48.613	243.4605	220.4362	8.5332	14.096	11.274	38.6316	22.9963	1156.5031	38.3063	16.446	35.0555	31.5136	2.3414	9.7673	97.3681	19.1595	0.0	78.3344	13.9829	379.1323	5.2349	122.548	40.1399	23.3461	24.0127	20.4084	17.7752	6.5549	6.2105	1.358	41.0639	0.0	28.957	0.0009	1.2524	15.4437	4.6925	5.9697
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.7315	0.0	1.1989	111.5542	0.0	0.0	0.0506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.5396	0.0	0.0	0.0001	0.0	42.1611	0.0	0.0
PWY-6467	3037.5652	1411.3612	6045.6317	30069.2243	16692.3712	1396.7146	1357.9681	170.1058	20417.2513	8821.6646	25429.2812	4836.0455	4697.0723	12378.8102	2293.7323	5616.6746	893.2936	5675.0434	6783.524	4677.6908	4891.6723	1070.8649	1634.3609	873.3726	501.2544	7658.2015	5478.2663	6833.1773	905.3225	2338.7664	410.2458	1026.6554	2122.32	14449.8097	440.6945	1188.3965	5978.9403	3335.981	1829.9072	616.1894	1686.5771	113.2671	4124.5825	2330.7039	160.1395	161.3471	486.4831	127.5674	204.294	4940.9964	5651.7112
PWY-6470	8243.5016	817.3754	2954.4495	19995.1759	5653.1098	2548.1041	1303.0049	263.4097	5719.6624	9553.7072	13622.0469	2299.6568	2311.3368	2521.6486	800.768	3205.7852	10842.1363	6549.5872	2677.5694	3993.5362	3153.093	1730.6136	1366.5425	1002.4251	278.3753	13209.4735	3439.5725	2955.8024	726.8922	754.5871	557.4214	6549.9167	1437.1531	16406.6812	1073.0519	2370.5575	1954.3676	4087.1812	725.2352	994.6078	784.9143	167.4016	4619.8105	1485.8496	156.8435	414.496	340.7963	162.8931	164.6536	631.1679	2912.9385
PWY-6471	14999.1586	19886.0584	23439.036	29584.0877	13149.218	11309.5082	7639.6647	516.2981	30478.5995	12327.6867	34404.6973	7397.4371	8455.4559	21097.3132	7806.9862	23824.5823	16105.0689	19539.2867	25969.2193	9731.9334	13101.6151	15582.0121	19120.2555	3802.3204	805.9336	27483.0699	25999.2244	23619.4237	13287.1146	15789.7011	1305.4038	9614.1171	13601.6394	25925.6841	11897.1052	7180.6005	10211.1886	12230.5854	20111.4837	15291.04	25561.6036	19799.1514	24363.6486	2305.6271	427.2937	1164.4038	1027.2304	336.2484	428.9699	4937.1153	7467.2093
PWY-6478	670.2358	71.2317	123.4509	1594.302	6662.6989	163.9308	139.4023	88.582	2990.3671	788.7437	342.8183	667.8121	317.7683	354.9864	636.888	151.5585	121.902	138.9597	1035.048	1465.4524	1931.2908	113.298	92.0481	192.6536	268.9237	886.6932	246.5383	331.8338	281.7535	333.1724	88.9211	205.9968	219.9723	3367.6502	88.6479	261.7276	544.743	338.8859	330.3298	164.9527	154.6703	24.0414	140.3817	432.3318	71.5204	81.3704	67.2536	47.7992	64.6036	512.8206	639.4818
PWY-6486	0.0	0.0	1.0684	8.6721	0.0705	0.0	0.0	0.0	4.6921	1.2712	1.6753	0.0	1.0369	8.5303	0.1871	0.2512	0.0619	1.0145	1.279	0.0	5.2528	0.0	0.0	0.1633	0.0	0.0	0.0	0.091	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0067	0.0018	0.0	0.0001	0.0	0.0
PWY-6505	2.3676	0.0	0.0	149.9599	1.4686	0.703	0.7763	1.9457	118.5848	3.2378	30.2907	0.0	31.4988	127.9344	13.326	9.5809	4.5327	30.9467	25.7618	5.8522	9.9444	0.0003	0.0	13.5249	29.9559	0.0	11.8406	28.7166	9.4457	0.0096	99.243	0.0	0.0	0.0	0.4007	9.0292	0.0	6.8769	3.2952	17.6877	2.3173	0.8421	0.5121	101.1905	3.2376	0.0	2.6025	3.3287	2.3708	8.9284	6.9154
PWY-6507	1319.0497	227.4097	723.4077	2257.5281	4377.603	357.1932	632.0979	182.1036	2490.0035	941.1331	1157.5956	667.7945	762.916	519.4742	488.6331	951.755	297.074	698.5059	1186.6073	1544.9673	1018.5229	272.1397	517.4659	314.3394	410.5089	3835.9603	841.1859	1168.8083	410.4185	233.7547	679.4459	577.9471	326.6919	6842.2693	189.428	767.6607	1237.3877	2217.784	194.9372	320.3482	206.7669	80.9817	160.3242	413.4216	84.8061	106.115	139.2732	114.8989	145.8235	914.9331	1364.8488
PWY-6519	3325.6658	2349.0673	11237.4903	25613.5805	15101.3995	936.8838	1589.2865	263.2435	21658.3907	1167.1671	17305.2439	5689.0346	6615.6972	17245.4754	4506.982	9388.1873	152.0298	1540.2509	9845.1674	3151.0537	3244.0166	2075.8179	2800.6821	1277.5815	936.2075	380.5462	1651.5606	12311.2155	1451.2133	4112.7455	933.26	564.5259	2649.7706	4464.9759	421.2478	885.1053	3763.7159	3585.5889	790.7648	1448.6616	4056.4039	265.6542	184.0787	645.2787	220.4867	255.2368	487.9478	199.5406	319.7482	4938.2999	5180.6694
PWY-6545	4358.3704	290.7221	273.6462	7742.3668	11827.2414	1191.6648	844.6239	235.5941	16442.7356	5390.6912	3416.9786	2335.9421	762.9886	1338.5012	1644.9752	293.2119	229.0974	927.4787	1624.143	2575.078	5782.0748	909.775	641.3438	848.4564	791.3999	620.9161	1864.0473	1652.5172	737.414	229.9504	717.607	419.9821	2038.2666	9482.365	742.5059	809.7353	3413.2331	2341.0316	823.1056	310.1721	462.827	166.3272	349.8213	857.3823	179.1012	408.6895	336.5579	164.3485	296.8539	2406.9887	1785.6249
PWY-6562	25.2642	101.7524	502.655	382.4944	22.8443	7.3488	86.4714	24.2842	679.5973	8.4812	88.6594	72.0199	85.3777	310.6785	89.1521	113.1545	9.396	182.5987	76.5267	238.3035	62.5425	103.5066	279.6497	44.74	158.1	7.4697	53.3528	2583.3026	47.6018	10.8561	101.5422	145.9043	81.3529	118.1073	18.6399	46.5161	840.7908	82.5709	393.8701	104.4958	715.0091	31.2873	9.1218	304.2277	58.8494	38.6532	29.5963	15.3621	14.1205	1019.8403	82.0468
PWY-6565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6572	484.5055	5.664	40.8846	48.467	1343.622	116.0921	43.2502	34.0785	28.094	241.7656	114.7828	86.6098	46.5598	58.5962	85.7911	55.6527	3.8608	82.3428	274.0244	105.5397	14.3224	15.0261	36.4627	82.3405	108.6792	96.1707	580.1638	73.7861	61.9903	7.5574	20.8838	40.7732	32.3721	2686.1823	0.0	45.2738	630.8587	252.1405	1.0225	20.997	5.6656	9.0041	6.0012	0.0	6.8336	7.7116	33.8649	15.4335	26.1762	106.656	286.6909
PWY-6581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.0	0.0	0.0	0.0	0.0	1.831	0.0	0.0	0.0	0.0001	14.3995	0.0	0.0	0.0	4.5346	0.0	0.0	0.0	0.008	0.0	0.0	0.0	2.689	8.8024	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0063	3.5117	0.0	0.0	0.0002	3.6918	0.0084	8.0091	0.0
PWY-6588	8569.0373	1533.587	3769.6346	15064.5854	12427.3175	3362.5862	2856.4031	379.4225	20492.9761	5640.5183	20075.1639	3431.4456	3705.4032	9487.8622	6468.2164	7826.5209	2006.7047	8602.4141	8242.4252	7416.082	8963.6287	1532.5055	2316.2106	1736.1882	418.5304	13213.2227	9599.9064	4743.3076	4841.224	2132.3939	207.9835	1889.7285	5218.6084	13066.7756	1621.1639	3006.9151	6971.2337	8722.2342	3839.9561	1954.1265	1490.3186	234.4418	7004.0366	1485.2822	243.5805	567.6225	799.3351	298.9799	351.7212	5452.2643	6453.2115
PWY-6590	493.41	219.6114	441.1458	648.2931	1240.7793	416.4453	347.1768	127.8156	2798.6423	465.6549	1806.3109	396.9881	801.9376	1180.4708	854.8006	668.8541	49.808	587.0354	616.82	975.8974	542.8645	264.5563	356.2504	601.9253	413.1447	136.6992	482.2219	1363.6026	319.0785	179.3199	361.3705	213.6783	371.3413	3682.656	196.3911	443.6755	1537.6341	505.1149	166.3286	357.2579	104.3154	67.5355	133.2161	935.3245	61.7247	87.0269	196.6868	109.6524	139.7307	1122.1925	931.4975
PWY-6598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6608	1810.6158	4493.05	4395.2984	24777.8625	7388.1316	991.1735	1630.8367	435.2552	10654.0641	8554.6334	20172.5357	2375.7558	1399.0024	7656.8454	1479.5025	5850.5366	566.9745	5147.1547	3785.5639	4166.0586	3705.4791	541.6838	1641.93	874.645	1294.9726	8223.0474	3905.5288	8360.3768	1863.1917	1026.9994	1246.7392	1393.3416	1121.3159	10454.4408	686.272	1827.3825	2097.9406	2308.553	1497.8381	2005.0424	259.608	486.2182	6283.5137	1563.558	350.8908	441.8817	236.8778	269.9947	264.6111	1540.9265	2184.1799
PWY-6609	19068.5029	24178.0343	26640.2601	42589.3089	27447.0539	12684.6376	9200.2467	614.6974	42014.3218	13877.993	43579.1972	8992.3616	10299.4142	25030.8468	9860.7046	28501.8494	18920.0682	21334.0835	29228.6279	12653.2994	15352.0562	17497.1685	21703.5302	4289.5495	1101.6952	30462.3891	28927.3709	28927.4992	15177.0388	17497.535	1857.8601	5886.675	15584.3277	33653.3875	13310.6064	8762.3994	12331.6799	14944.9708	22320.1661	17655.183	28831.6496	22467.0066	25586.6085	4520.2397	487.908	1294.495	1428.7333	401.7324	601.5814	9804.4899	10925.6198
PWY-6612	15566.5765	21002.3159	25321.0102	41237.0993	24398.8888	11592.0248	8086.842	551.7925	41229.6438	14453.0475	42865.1842	9546.8403	10353.4466	25087.6269	9301.7874	25788.3461	14106.4917	20433.3636	27508.5283	11051.505	14772.4078	16052.305	19842.1935	4225.9292	1087.4495	28228.1464	27957.1016	26161.7534	13811.5167	16210.5855	1468.768	4386.9945	14212.4849	25844.1069	12208.2685	7268.7598	12579.9499	13506.8447	20747.9941	15912.7702	26502.8346	20607.0516	25294.6107	3571.7474	484.5299	1208.9622	1249.4684	356.4393	517.1856	8290.1189	10623.094
PWY-6628	7711.4	3571.0805	7811.6905	43185.3709	23140.8572	5071.1207	3037.4531	396.0357	29342.6701	15392.3179	34834.7498	7202.6202	6921.2088	17520.028	5966.1605	11420.1274	5074.4554	15317.1263	12249.7876	9264.8448	11824.3854	2911.3502	3378.2859	2294.2481	1282.0406	21191.8787	13964.6488	8877.7441	5563.8545	5025.9092	1436.5894	3120.7779	6512.0191	19453.7106	2960.9062	3437.0446	9849.2773	9193.7345	9925.8423	2548.5088	1842.2018	882.9893	16563.4307	2602.3293	429.2031	694.9806	805.9023	284.0644	379.5336	3967.4851	8486.9031
PWY-6629	1.5037	0.0	0.0	0.0	59.4926	0.0	0.0	0.0	8.5079	0.0	686.4286	0.0	0.0	0.0	0.0	11.8739	0.0	0.0	0.0	0.0	243.2741	0.0	0.0	14.8289	46.2064	0.0	0.0	0.0	0.0	0.0	26.4812	26.7103	0.0	0.0	0.0	0.0	0.0	23.8343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6630	7641.2891	3565.5626	7790.2253	43047.3733	22681.7362	5046.7953	3017.9498	391.6033	28825.4587	15325.2755	34683.5791	7158.1352	6881.6042	17445.8175	5883.496	11367.1539	5061.6389	15270.8631	12200.9076	9145.0957	11682.5522	2907.894	3374.262	2277.2892	1247.5096	21092.2415	13890.4816	8859.4412	5538.5937	5012.8544	1396.1196	3080.9879	6484.9951	18170.87	2956.3359	3409.9164	9610.497	9108.3863	9875.0756	2544.8833	1841.3709	882.7182	16494.1588	2586.0263	420.9747	688.3999	786.2526	281.4066	373.9283	3917.1823	8252.2296
PWY-6641	44.6904	0.0	15.1093	215.7199	4.3308	19.9258	9.2912	25.8216	264.8962	0.0	45.6061	0.0	33.0948	154.6027	83.5682	17.6587	4.4852	39.6242	40.1714	35.376	33.6601	10.2256	4.9587	42.7057	13.1017	4.8613	3.8797	29.466	46.8482	5.9601	6.0176	39.9714	29.1678	0.0	3.8851	21.1546	0.0	1.0195	11.5572	67.9251	23.5169	1.2665	1.0046	122.6289	0.0	11.0877	30.1003	7.5057	13.0683	59.7024	30.2677
PWY-6654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5759	0.0	2.4197	0.0	0.0	6.0004	0.0	0.0	0.8216	0.9839	0.0086	0.0	5.9945	0.0	0.0	0.0	0.0	0.0	0.0	0.0368	0.0	0.0	0.0062	0.0	20.3875	0.0	11.4598	0.0	0.0	9.9855	0.0	0.0131	7.7594	0.0	0.0194	0.0	0.0	8.0205	0.035	3.5861	0.0388	0.0	0.0
PWY-6660	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.4721	0.0002	0.0	0.0001	0.0	0.0329	0.0003	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.5994	0.0	0.0	0.0004	0.0	0.0	0.9325	0.0	0.0	0.1317	0.0	0.0	0.0	0.0002	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6662	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.3938	0.0002	0.0	0.0001	0.0	0.0239	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5019	0.0	0.0	0.0	0.0	0.0	0.7807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6690	0.3184	1.5804	2.194	44.8297	0.3602	1.9421	0.1994	2.2403	50.4121	0.3021	8.5433	0.3513	10.4368	42.4951	7.0587	4.9238	0.6671	9.0432	9.47	1.2073	1.8245	1.1966	0.0451	5.2495	57.1139	1.5528	3.5117	10.2929	16.7761	3.7901	101.8319	28.2224	0.0146	2.5812	8.5646	6.0447	0.0	3.5038	0.7608	3.8438	4.3314	0.6309	0.2988	40.2308	1.5803	8.4373	2.5131	0.0484	14.024	15.0101	24.4368
PWY-6700	9433.9185	6180.323	11547.6778	33605.3057	19064.6123	3837.2342	3142.7864	336.889	23340.8657	11539.3652	32975.2503	6375.9518	6649.5297	16958.53	4492.295	11050.0829	4216.3068	11154.6549	13463.9256	7173.882	8130.4909	5091.3756	6707.3829	1814.8395	923.001	13486.5995	12152.4509	13274.9669	5202.6208	6482.702	1461.3174	2479.7107	4371.6854	21430.1977	3626.0378	2692.9391	8978.7926	7375.1499	7732.2878	4242.7775	8557.4378	5177.3079	10125.214	2781.9587	318.7455	409.6436	887.452	195.4286	342.6021	7296.9952	8907.8319
PWY-6703	6576.44	3919.5125	5298.0999	27734.5137	12915.7609	2640.3605	1747.9867	263.57	17062.1059	10579.9464	21260.3299	3584.5985	3420.9518	9448.3296	2778.4599	5361.5394	2992.3243	8793.1026	7503.636	5524.5918	6473.5599	3316.2697	4034.0418	1179.7518	795.4904	10281.7692	7993.5692	6975.5843	3599.8949	4148.033	1130.4909	2364.1554	2800.4795	14394.8955	2448.4387	1772.6925	6367.4852	5020.0212	5677.2783	2671.5181	5154.2383	3221.8643	8131.0734	1657.325	234.5824	302.8352	608.8244	154.4244	234.5334	5582.8567	7231.8831
PWY-6708	342.9007	96.4249	940.1481	6670.8472	1932.4988	202.8402	207.8403	89.3349	6835.4851	244.9268	584.3746	471.0842	485.5346	1229.9201	445.4875	797.8176	78.702	376.3223	313.6219	471.3981	713.0074	163.7983	304.7281	418.6747	532.4217	85.0481	437.7021	2002.9633	148.0822	57.9583	533.0824	314.0417	565.4939	149.9102	149.5323	225.994	717.3786	404.9664	430.6114	248.7392	110.375	81.4239	58.6793	527.7032	131.6859	139.6122	87.7643	74.6525	108.4179	1095.8813	320.9069
PWY-6713	0.0545	0.0	0.0	142.122	1.8666	0.0	0.0	0.354	96.9709	0.054	36.9758	0.0	14.3688	117.397	14.9258	4.4721	0.0	17.356	24.6895	3.4966	0.0	0.0	0.0	6.2947	0.6234	0.0	0.0	17.7669	0.0	0.0	7.1899	0.0	0.0	0.0	2.2073	1.5054	0.0	3.182	0.0156	15.3009	6.6927	1.5859	0.0	2.4662	0.0	0.0001	0.924	0.0	0.0002	0.0	0.0
PWY-6728	75.4411	46.7482	72.6351	257.4065	15.671	11.3111	77.5404	30.8969	1121.4893	51.0914	54.733	28.2631	98.6468	238.3606	157.0583	7.7118	9.2255	81.6571	59.3582	271.8303	0.3219	87.6101	0.0	168.5916	37.9052	0.0	31.6932	4.3612	41.0574	19.3625	48.5873	9.5182	64.477	0.0	8.8632	51.2988	0.0	65.3434	0.0342	34.4319	31.6609	4.515	0.0006	275.7822	0.0	14.2621	64.9085	25.6873	27.2275	387.4409	82.6774
PWY-6731	13.8573	11.0814	10.4695	60.3943	1.1148	34.3088	45.7063	16.6969	13.8135	72.5393	9.8961	55.5541	10.1396	6.8429	13.6427	5.2324	17.8101	110.6645	27.1933	93.7458	24.3986	58.5917	19.7778	25.0987	133.1925	19.4556	52.578	21.3832	19.4889	9.3368	63.4032	78.0637	87.5753	88.3789	24.4993	57.1522	453.732	16.2458	301.6625	21.3593	56.0303	10.7041	15.7795	67.0142	57.1995	27.1887	25.931	12.6708	22.3182	64.4011	62.0981
PWY-6737	14763.601	17327.7136	19490.8511	32468.2179	26100.6132	9125.5518	6914.612	580.7212	34156.6115	11907.5759	35569.9976	7497.2488	8496.091	21170.2284	8230.5807	21985.0055	11363.5187	14166.1988	23554.9539	9673.0782	11538.8911	13062.0305	16391.6969	3041.9091	1319.0538	19249.6078	21158.4813	21921.3011	11270.7503	13527.9716	1108.5357	4215.7474	11837.342	36810.8857	10086.6712	6545.6084	10274.36	11749.0875	16467.3125	13071.3603	22138.5908	16706.0678	15930.1151	3983.6166	422.8678	981.7532	1229.9324	388.6541	530.9353	8628.8918	9578.1476
PWY-6749	829.6247	467.0132	791.4321	3399.6614	3088.9439	367.4157	360.0383	114.2979	4163.2591	1624.4079	907.5561	871.2452	1867.4253	732.1357	631.6397	1853.9648	1108.6447	1038.4642	1026.127	1387.5391	1474.7642	379.5342	171.9066	327.4778	394.6904	5721.7012	983.8185	462.262	636.8539	817.9422	170.9864	859.0575	474.8041	1692.9534	407.271	724.993	2628.2531	1930.3334	1718.5788	274.1623	208.3408	49.9107	92.1337	520.0133	98.4548	97.0352	238.1151	52.5173	74.8013	425.8991	2278.5845
PWY-6760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3997	1.0937	0.4335	0.0	0.7654	0.051	0.0	0.0	0.0611	1.0116	0.0244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0854	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251	0.0	0.0	0.0	0.0	1.4316	0.0	0.0	0.5097	0.4767	0.0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.0633	0.0	0.0	0.0	0.0	0.0563	0.0149	0.0	0.0	0.0	0.0
PWY-6830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0248	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0498	0.1596	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	1.0608	0.0	0.0	0.0	0.0	0.0055	0.0015	0.0	0.0	0.0	0.0
PWY-6876	57.6189	17.8943	12.7623	181.1887	5.9147	0.1002	31.3561	12.1227	791.6694	23.1963	35.1202	8.0096	75.652	168.1384	41.508	17.6313	38.9022	41.356	33.278	29.1505	1.9017	24.6827	0.4156	36.8057	114.7162	0.0	23.8561	16.7591	6.0503	24.6854	207.9835	47.6187	25.4401	569.651	10.5119	38.4756	9.4659	43.6498	10.8806	13.6079	24.0374	3.8111	27.8271	187.242	12.3985	15.5157	1.1942	24.6553	3.2842	128.6045	48.1539
PWY-6891	2668.9627	351.1954	641.103	20395.5499	8758.6956	1302.6669	659.6235	87.8765	9065.0767	7530.3705	14306.9365	2148.4217	940.7754	5753.1232	2443.5229	1744.1573	36.4758	5276.0261	2578.4742	3929.2104	3142.1313	279.1446	513.6087	674.0499	312.3753	7068.221	3390.8427	1031.2767	1162.6563	401.3434	181.5212	291.9322	1563.6584	5219.2639	63.631	660.8554	2349.0501	3325.258	754.8965	327.0564	180.5054	36.903	6160.9171	457.2796	70.6373	107.2475	137.3278	59.3085	63.1571	1461.5793	3050.5725
PWY-6892	4665.2096	794.6346	3322.9876	25496.4052	14000.3304	2484.6807	1251.7284	246.0027	14189.0128	9723.9681	17909.133	3718.6105	3140.6697	8114.044	3517.3705	3620.1483	556.1359	8044.4951	4324.016	5516.226	4517.3978	953.5889	1076.025	1430.4291	829.645	12167.182	5895.7284	2797.1588	1708.7412	1089.5887	442.8587	977.2717	2649.8628	7127.5388	521.2571	1444.5548	4122.2541	4613.4339	1880.1202	725.0498	319.1928	161.6663	9707.8167	1196.5794	184.9214	285.057	397.7378	149.0522	176.4035	4006.0613	6185.7773
